Child's First Name,Year of Birth,Gender,ASIAN AND PACIFIC ISLANDER,BLACK NON HISPANIC,HISPANIC,WHITE NON HISPANIC,overall_count,rank
Annabel,2013,FEMALE,0,0,0,375,375,577.0
Annabella,2013,FEMALE,0,0,648,0,648,376.0
Annabelle,2013,FEMALE,1080,0,1512,2916,5508,113.0
Anne,2013,FEMALE,0,0,0,275,275,634.0
Annie,2013,FEMALE,648,0,0,0,648,376.0
Annika,2013,FEMALE,360,0,0,0,360,580.0
Antonia,2013,FEMALE,0,0,0,275,275,634.0
Anya,2013,FEMALE,540,0,0,0,540,422.0
April,2013,FEMALE,0,0,432,0,432,503.0
Aria,2013,FEMALE,3600,2016,3168,5040,13824,51.0
Ariana,2013,FEMALE,3726,3174,9200,4692,20792,28.0
Arianna,2013,FEMALE,2304,6912,10944,4752,24912,23.0
Arianny,2013,FEMALE,0,0,540,0,540,422.0
Ariel,2013,FEMALE,2052,4860,2052,0,8964,73.0
Ariella,2013,FEMALE,0,0,720,2520,3240,159.0
Arielle,2013,FEMALE,0,1782,605,0,2387,189.0
Arya,2013,FEMALE,936,0,0,0,936,303.0
Ashley,2013,FEMALE,6486,2208,15180,1794,25668,22.0
Asia,2013,FEMALE,0,432,0,0,432,503.0
Athena,2013,FEMALE,1020,0,1734,935,3689,146.0
Aubree,2013,FEMALE,0,0,468,0,468,464.0
Aubrey,2013,FEMALE,0,2700,3564,1512,7776,87.0
Audrey,2013,FEMALE,3162,0,1955,3570,8687,75.0
Aurora,2013,FEMALE,0,0,792,720,1512,247.0
Autumn,2013,FEMALE,0,1512,864,0,2376,190.0
Ava,2013,FEMALE,6768,10080,9792,21600,48240,7.0
Avery,2013,FEMALE,2736,1728,3024,7920,15408,46.0
Avigail,2013,FEMALE,0,0,0,360,360,580.0
Aviva,2013,FEMALE,0,0,0,432,432,503.0
Ayesha,2013,FEMALE,720,0,0,0,720,343.0
Ayleen,2013,FEMALE,0,0,576,0,576,406.0
Aylin,2013,FEMALE,0,0,1044,0,1044,285.0
Azaria,2013,FEMALE,0,360,0,0,360,580.0
Baila,2013,FEMALE,0,0,0,1908,1908,219.0
Basya,2013,FEMALE,0,0,0,432,432,503.0
Batsheva,2013,FEMALE,0,0,0,1080,1080,282.0
Beatrice,2013,FEMALE,0,0,0,720,720,343.0
Beatrix,2013,FEMALE,0,0,0,576,576,406.0
Bella,2013,FEMALE,3312,2415,8142,4416,18285,35.0
Bianca,2013,FEMALE,0,0,792,0,792,328.0
Blima,2013,FEMALE,0,0,0,900,900,311.0
Blimy,2013,FEMALE,0,0,0,1224,1224,270.0
Bracha,2013,FEMALE,0,0,0,684,684,361.0
Breindy,2013,FEMALE,0,0,0,540,540,422.0
Brenda,2013,FEMALE,0,0,275,0,275,634.0
Bria,2013,FEMALE,0,396,0,0,396,543.0
Briana,2013,FEMALE,0,0,756,0,756,335.0
Brianna,2013,FEMALE,0,2592,10692,1188,14472,48.0
Bridget,2013,FEMALE,0,0,0,432,432,503.0
Brielle,2013,FEMALE,0,5202,935,1428,7565,89.0
Britney,2013,FEMALE,0,0,350,0,350,622.0
Brittany,2013,FEMALE,0,0,1044,0,1044,285.0
Brooke,2013,FEMALE,0,1728,0,1440,3168,160.0
Bruchy,2013,FEMALE,0,0,0,396,396,543.0
Bryanna,2013,FEMALE,0,0,375,0,375,577.0
Caitlin,2013,FEMALE,0,0,0,396,396,543.0
Camila,2013,FEMALE,0,0,5652,0,5652,111.0
Camilla,2013,FEMALE,0,0,720,720,1440,257.0
Camille,2013,FEMALE,0,936,0,864,1800,229.0
Carina,2013,FEMALE,396,0,0,0,396,543.0
Carla,2013,FEMALE,0,0,504,0,504,440.0
Carmen,2013,FEMALE,0,0,360,0,360,580.0
Caroline,2013,FEMALE,2052,0,1836,4428,8316,78.0
Cassidy,2013,FEMALE,0,0,0,360,360,580.0
Cataleya,2013,FEMALE,0,0,396,0,396,543.0
Catalina,2013,FEMALE,0,0,468,0,468,464.0
Catherine,2013,FEMALE,1955,0,1020,4998,7973,83.0
Cecilia,2013,FEMALE,864,0,0,1584,2448,185.0
Celine,2013,FEMALE,1224,0,0,720,1944,215.0
Chana,2013,FEMALE,0,0,0,3750,3750,144.0
Chany,2013,FEMALE,0,0,0,1152,1152,275.0
Charlotte,2013,FEMALE,2142,0,2958,11645,16745,38.0
Chava,2013,FEMALE,0,0,0,1296,1296,264.0
Chavy,2013,FEMALE,0,0,0,360,360,580.0
Chaya,2013,FEMALE,0,0,0,6300,6300,105.0
Chelsea,2013,FEMALE,1512,2808,3348,0,7668,88.0
Chiara,2013,FEMALE,0,0,0,360,360,580.0
Chloe,2013,FEMALE,14030,9384,7452,13110,43976,11.0
Christina,2013,FEMALE,1120,1600,0,960,3680,147.0
Christine,2013,FEMALE,375,0,0,0,375,577.0
Cindy,2013,FEMALE,684,0,0,0,684,361.0
Claire,2013,FEMALE,2376,0,0,2376,4752,122.0
Clara,2013,FEMALE,0,0,0,1080,1080,282.0
Claudia,2013,FEMALE,0,0,0,576,576,406.0
Clementine,2013,FEMALE,0,0,0,360,360,580.0
Colette,2013,FEMALE,0,0,0,400,400,541.0
Connie,2013,FEMALE,360,0,0,0,360,580.0
Cora,2013,FEMALE,0,0,0,792,792,328.0
Crystal,2013,FEMALE,1080,0,1512,0,2592,179.0
Cynthia,2013,FEMALE,450,0,0,0,450,502.0
Dahlia,2013,FEMALE,0,0,0,468,468,464.0
Daisy,2013,FEMALE,0,0,1518,550,2068,210.0
Dakota,2013,FEMALE,0,468,0,0,468,464.0
Daniela,2013,FEMALE,0,0,1872,0,1872,224.0
Daniella,2013,FEMALE,0,0,1100,2508,3608,150.0
Danielle,2013,FEMALE,0,936,0,1584,2520,183.0
Danna,2013,FEMALE,0,0,1296,0,1296,264.0
Daphne,2013,FEMALE,1008,0,0,1224,2232,197.0
Dayana,2013,FEMALE,0,0,468,0,468,464.0
Delilah,2013,FEMALE,0,0,1584,0,1584,239.0
Destiny,2013,FEMALE,0,2016,1440,0,3456,154.0
Devora,2013,FEMALE,0,0,0,756,756,335.0
Devorah,2013,FEMALE,0,0,0,1908,1908,219.0
Diana,2013,FEMALE,0,0,2046,1045,3091,166.0
Dina,2013,FEMALE,0,0,0,1296,1296,264.0
Dulce,2013,FEMALE,0,0,576,0,576,406.0
Dylan,2013,FEMALE,0,0,0,432,432,503.0
Eden,2013,FEMALE,0,1080,0,1080,2160,205.0
Edith,2013,FEMALE,0,0,0,432,432,503.0
Egypt,2013,FEMALE,0,468,0,0,468,464.0
Eileen,2013,FEMALE,1188,0,550,0,1738,232.0
Elaine,2013,FEMALE,612,0,0,0,612,394.0
Eleanor,2013,FEMALE,0,0,0,1656,1656,236.0
Elena,2013,FEMALE,1404,0,2376,3132,6912,95.0
Eliana,2013,FEMALE,0,0,3744,4104,7848,86.0
Elina,2013,FEMALE,432,0,0,0,432,503.0
Elisa,2013,FEMALE,0,0,396,0,396,543.0
Elise,2013,FEMALE,726,0,0,715,1441,255.0
Elisheva,2013,FEMALE,0,0,0,612,612,394.0
Eliza,2013,FEMALE,0,0,720,2304,3024,167.0
Elizabeth,2013,FEMALE,3168,3036,6710,10010,22924,24.0
Ella,2013,FEMALE,3348,0,1512,13716,18576,33.0
Ellie,2013,FEMALE,1296,0,0,1440,2736,174.0
Eloise,2013,FEMALE,0,0,0,1008,1008,290.0
Elsa,2013,FEMALE,0,0,0,396,396,543.0
Emaan,2013,FEMALE,360,0,0,0,360,580.0
Emani,2013,FEMALE,0,432,0,0,432,503.0
Emely,2013,FEMALE,0,0,1175,0,1175,274.0
Emerson,2013,FEMALE,0,0,0,540,540,422.0
Emilia,2013,FEMALE,0,0,936,2736,3672,148.0
Emily,2013,FEMALE,10580,4554,25392,15870,56396,5.0
Emma,2013,FEMALE,8690,3300,24024,25080,61094,3.0
Emmeline,2013,FEMALE,0,0,0,396,396,543.0
Erika,2013,FEMALE,0,0,396,0,396,543.0
Erin,2013,FEMALE,576,0,0,0,576,406.0
Esmeralda,2013,FEMALE,0,0,1008,0,1008,290.0
Ester,2013,FEMALE,0,0,0,250,250,642.0
Esther,2013,FEMALE,0,1080,2268,23112,26460,21.0
Esty,2013,FEMALE,0,0,0,1044,1044,285.0
Etty,2013,FEMALE,0,0,0,720,720,343.0
Eunice,2013,FEMALE,360,0,0,0,360,580.0
Eva,2013,FEMALE,3696,1430,5280,6270,16676,39.0
Eve,2013,FEMALE,0,0,0,720,720,343.0
Evelyn,2013,FEMALE,3888,0,5832,6048,15768,45.0
Faiga,2013,FEMALE,0,0,0,936,936,303.0
Faigy,2013,FEMALE,0,0,0,2556,2556,182.0
Faith,2013,FEMALE,0,3240,1656,0,4896,118.0
Farah,2013,FEMALE,0,0,0,396,396,543.0
Fatima,2013,FEMALE,3744,3168,1584,1440,9936,69.0
Fatoumata,2013,FEMALE,0,1584,0,0,1584,239.0
Fiona,2013,FEMALE,2664,0,0,3672,6336,104.0
Fradel,2013,FEMALE,0,0,0,468,468,464.0
Fraidy,2013,FEMALE,0,0,0,1152,1152,275.0
Frances,2013,FEMALE,0,0,0,300,300,626.0
Francesca,2013,FEMALE,0,0,0,972,972,296.0
Freya,2013,FEMALE,0,0,0,360,360,580.0
Frimet,2013,FEMALE,0,0,0,468,468,464.0
Gabriela,2013,FEMALE,0,0,3528,1224,4752,122.0
Gabriella,2013,FEMALE,0,3348,8640,7884,19872,29.0
Gabrielle,2013,FEMALE,0,2178,0,990,3168,160.0
Gemma,2013,FEMALE,0,0,0,648,648,376.0
Genesis,2013,FEMALE,0,850,5000,0,5850,108.0
Genevieve,2013,FEMALE,0,0,0,504,504,440.0
Georgia,2013,FEMALE,0,0,0,828,828,323.0
Gia,2013,FEMALE,0,0,1296,1512,2808,172.0
Gianna,2013,FEMALE,0,1360,4488,5814,11662,58.0
Giselle,2013,FEMALE,0,1188,2592,1188,4968,117.0
Gittel,2013,FEMALE,0,0,0,468,468,464.0
Gitty,2013,FEMALE,0,0,0,2664,2664,177.0
Giuliana,2013,FEMALE,0,0,0,1260,1260,269.0
Golda,2013,FEMALE,0,0,0,300,300,626.0
Goldy,2013,FEMALE,0,0,0,1152,1152,275.0
Grace,2013,FEMALE,7344,4608,5184,9360,26496,19.0
Guadalupe,2013,FEMALE,0,0,650,0,650,374.0
Hadassah,2013,FEMALE,0,0,0,468,468,464.0
Hadley,2013,FEMALE,0,0,0,504,504,440.0
Hailey,2013,FEMALE,5040,4608,13536,3312,26496,19.0
Haley,2013,FEMALE,0,0,396,0,396,543.0
Hana,2013,FEMALE,792,0,0,1368,2160,205.0
Hanna,2013,FEMALE,0,0,0,756,756,335.0
Hannah,2013,FEMALE,6624,3024,4464,14688,28800,16.0
Harmony,2013,FEMALE,0,576,0,0,576,406.0
Harper,2013,FEMALE,0,0,0,1728,1728,233.0
Hawa,2013,FEMALE,0,684,0,0,684,361.0
Haylee,2013,FEMALE,0,0,720,0,720,343.0
Hazel,2013,FEMALE,0,0,0,720,720,343.0
Heaven,2013,FEMALE,0,1584,720,0,2304,194.0
Heidi,2013,FEMALE,0,0,576,0,576,406.0
Heidy,2013,FEMALE,0,0,468,0,468,464.0
Helen,2013,FEMALE,936,0,1008,0,1944,215.0
Helena,2013,FEMALE,0,0,0,648,648,376.0
Henny,2013,FEMALE,0,0,0,936,936,303.0
Hinda,2013,FEMALE,0,0,0,360,360,580.0
Hindy,2013,FEMALE,0,0,0,1476,1476,252.0
Idy,2013,FEMALE,0,0,0,468,468,464.0
Ilana,2013,FEMALE,0,0,0,432,432,503.0
Imani,2013,FEMALE,0,792,0,0,792,328.0
Inaaya,2013,FEMALE,468,0,0,0,468,464.0
Irene,2013,FEMALE,756,0,0,0,756,335.0
Iris,2013,FEMALE,2754,0,1224,1360,5338,115.0
Isabel,2013,FEMALE,1404,0,3996,2916,8316,78.0
Isabela,2013,FEMALE,0,0,250,0,250,642.0
Isabella,2013,FEMALE,7810,6204,35860,18876,68750,1.0
Isabelle,2013,FEMALE,1650,1716,1760,2772,7898,85.0
Isis,2013,FEMALE,0,726,715,0,1441,255.0
Isla,2013,FEMALE,0,0,0,1008,1008,290.0
Itzel,2013,FEMALE,0,0,540,0,540,422.0
Ivy,2013,FEMALE,2244,0,0,880,3124,163.0
Izabella,2013,FEMALE,0,0,756,0,756,335.0
Jacqueline,2013,FEMALE,0,0,1440,1152,2592,179.0
Jada,2013,FEMALE,0,1116,0,0,1116,279.0
Jade,2013,FEMALE,0,2016,3168,0,5184,116.0
Jaliyah,2013,FEMALE,0,936,720,0,1656,236.0
Jamie,2013,FEMALE,396,0,0,0,396,543.0
Jana,2013,FEMALE,0,0,0,576,576,406.0
Janae,2013,FEMALE,0,396,0,0,396,543.0
Jane,2013,FEMALE,0,0,0,972,972,296.0
Janelle,2013,FEMALE,0,792,936,0,1728,233.0
Janiyah,2013,FEMALE,0,350,0,0,350,622.0
Jannat,2013,FEMALE,396,0,0,0,396,543.0
Jasmina,2013,FEMALE,0,0,0,360,360,580.0
Jasmine,2013,FEMALE,2736,4752,4608,1872,13968,49.0
Jayda,2013,FEMALE,0,0,250,0,250,642.0
Jayla,2013,FEMALE,0,2664,1512,0,4176,135.0
Jaylah,2013,FEMALE,0,0,864,0,864,317.0
Jaylee,2013,FEMALE,0,0,432,0,432,503.0
Jayleen,2013,FEMALE,0,0,875,0,875,316.0
Jaylene,2013,FEMALE,0,0,648,0,648,376.0
Jaylin,2013,FEMALE,0,0,684,0,684,361.0
Jazlyn,2013,FEMALE,0,0,720,0,720,343.0
Jazmin,2013,FEMALE,0,0,936,0,936,303.0
Jazmine,2013,FEMALE,0,0,468,0,468,464.0
Jenna,2013,FEMALE,1008,0,0,1440,2448,185.0
Jennifer,2013,FEMALE,1152,0,2664,0,3816,141.0
Jenny,2013,FEMALE,792,0,0,0,792,328.0
Jessica,2013,FEMALE,3312,1440,3456,2448,10656,63.0
Jessie,2013,FEMALE,360,0,0,0,360,580.0
Jimena,2013,FEMALE,0,0,612,0,612,394.0
Joanna,2013,FEMALE,1152,0,0,0,1152,275.0
Jocelyn,2013,FEMALE,1045,0,2442,0,3487,153.0
Johanna,2013,FEMALE,0,0,504,0,504,440.0
Jordan,2013,FEMALE,0,0,0,360,360,580.0
Jordyn,2013,FEMALE,0,1224,0,720,1944,215.0
Joselyn,2013,FEMALE,0,0,648,0,648,376.0
Josephine,2013,FEMALE,936,0,0,2520,3456,154.0
Journey,2013,FEMALE,0,432,0,0,432,503.0
Joy,2013,FEMALE,1008,0,0,0,1008,290.0
Joyce,2013,FEMALE,1008,0,0,1224,2232,197.0
Judy,2013,FEMALE,0,0,0,540,540,422.0
Julia,2013,FEMALE,1620,0,2484,9720,13824,51.0
Juliana,2013,FEMALE,0,0,1485,1782,3267,157.0
Julianna,2013,FEMALE,0,0,1122,1155,2277,196.0
Julie,2013,FEMALE,0,0,0,275,275,634.0
Juliet,2013,FEMALE,0,0,1155,2112,3267,157.0
Juliette,2013,FEMALE,0,0,1224,2232,3456,154.0
Julissa,2013,FEMALE,0,0,684,0,684,361.0
June,2013,FEMALE,0,0,0,468,468,464.0
Kadiatou,2013,FEMALE,0,468,0,0,468,464.0
Kailey,2013,FEMALE,0,0,648,0,648,376.0
Kailyn,2013,FEMALE,0,0,275,0,275,634.0
Kaitlyn,2013,FEMALE,3174,1656,4002,2070,10902,61.0
Kamila,2013,FEMALE,0,0,792,0,792,328.0
Karen,2013,FEMALE,864,0,1800,0,2664,177.0
Karina,2013,FEMALE,792,0,1080,0,1872,224.0
Karla,2013,FEMALE,0,0,625,0,625,393.0
Kate,2013,FEMALE,1296,0,1188,1836,4320,130.0
Katelyn,2013,FEMALE,864,0,1368,0,2232,197.0
Katelynn,2013,FEMALE,0,0,432,0,432,503.0
Katerina,2013,FEMALE,0,0,0,360,360,580.0
Katherine,2013,FEMALE,3060,0,3468,3825,10353,66.0
Katie,2013,FEMALE,0,0,900,0,900,311.0
Kayla,2013,FEMALE,2875,7728,5796,4830,21229,27.0
Kaylee,2013,FEMALE,2508,4070,10692,1320,18590,32.0
Kayleen,2013,FEMALE,0,0,612,0,612,394.0
Kaylie,2013,FEMALE,0,0,300,0,300,626.0
Kaylin,2013,FEMALE,0,1152,792,0,1944,215.0
Keira,2013,FEMALE,936,0,0,1584,2520,183.0
Kelly,2013,FEMALE,1152,0,1656,0,2808,172.0
Kelsey,2013,FEMALE,0,0,540,0,540,422.0
Kendra,2013,FEMALE,0,0,612,0,612,394.0
Kennedy,2013,FEMALE,0,972,0,0,972,296.0
Keyla,2013,FEMALE,0,0,300,0,300,626.0
Khloe,2013,FEMALE,0,2952,2736,0,5688,109.0
Kiara,2013,FEMALE,0,715,3234,0,3949,140.0
Kimberly,2013,FEMALE,1512,0,4968,0,6480,99.0
Kimora,2013,FEMALE,0,468,0,0,468,464.0
Kira,2013,FEMALE,0,0,0,300,300,626.0
Kourtney,2013,FEMALE,0,432,0,0,432,503.0
Kyla,2013,FEMALE,0,360,0,0,360,580.0
Kylee,2013,FEMALE,0,468,0,0,468,464.0
Kylie,2013,FEMALE,0,3132,4536,1728,9396,71.0
Laila,2013,FEMALE,0,3648,1600,1440,6688,97.0
Lara,2013,FEMALE,0,0,0,360,360,580.0
Laura,2013,FEMALE,0,0,858,715,1573,242.0
Lauren,2013,FEMALE,1716,1980,2376,2420,8492,77.0
Layan,2013,FEMALE,0,0,0,396,396,543.0
Layla,2013,FEMALE,1150,3312,7590,5658,17710,36.0
Lea,2013,FEMALE,0,0,0,828,828,323.0
Leah,2013,FEMALE,2898,5934,14260,24702,47794,9.0
Leanna,2013,FEMALE,0,0,360,0,360,580.0
Leela,2013,FEMALE,360,0,0,0,360,580.0
Leila,2013,FEMALE,1440,2448,3312,5040,12240,56.0
Leilani,2013,FEMALE,0,0,972,0,972,296.0
Lena,2013,FEMALE,720,0,0,1728,2448,185.0
Leona,2013,FEMALE,0,0,0,432,432,503.0
Leora,2013,FEMALE,0,0,0,396,396,543.0
Leslie,2013,FEMALE,0,0,1764,0,1764,231.0
Lesly,2013,FEMALE,0,0,684,0,684,361.0
Leyla,2013,FEMALE,0,0,550,726,1276,267.0
Lia,2013,FEMALE,0,0,1800,2016,3816,141.0
Liana,2013,FEMALE,0,0,700,900,1600,238.0
Liba,2013,FEMALE,0,0,0,468,468,464.0
Libby,2013,FEMALE,0,0,0,1224,1224,270.0
Lila,2013,FEMALE,0,0,0,972,972,296.0
Liliana,2013,FEMALE,0,0,2088,1512,3600,151.0
Lillian,2013,FEMALE,720,0,0,3312,4032,138.0
Lilly,2013,FEMALE,0,0,0,432,432,503.0
Lily,2013,FEMALE,3300,1980,1760,9130,16170,43.0
Lina,2013,FEMALE,0,0,0,468,468,464.0
Linda,2013,FEMALE,360,0,0,0,360,580.0
Litzy,2013,FEMALE,0,0,432,0,432,503.0
Liv,2013,FEMALE,0,0,0,684,684,361.0
Livia,2013,FEMALE,0,0,0,504,504,440.0
Lizbeth,2013,FEMALE,0,0,900,0,900,311.0
Lola,2013,FEMALE,0,0,792,1440,2232,197.0
London,2013,FEMALE,0,4180,2046,0,6226,106.0
Londyn,2013,FEMALE,0,500,0,0,500,463.0
Louisa,2013,FEMALE,0,0,0,504,504,440.0
Louise,2013,FEMALE,0,0,0,468,468,464.0
Lucia,2013,FEMALE,0,0,990,1045,2035,212.0
Luciana,2013,FEMALE,0,0,0,396,396,543.0
Lucille,2013,FEMALE,0,0,0,504,504,440.0
Lucy,2013,FEMALE,0,0,0,1836,1836,227.0
Luna,2013,FEMALE,0,0,2664,1152,3816,141.0
Luz,2013,FEMALE,0,0,432,0,432,503.0
Lydia,2013,FEMALE,0,0,0,360,360,580.0
Lyla,2013,FEMALE,0,0,0,648,648,376.0
Lyric,2013,FEMALE,0,504,0,0,504,440.0
Mackenzie,2013,FEMALE,0,726,0,1155,1881,222.0
Madeleine,2013,FEMALE,0,0,0,1476,1476,252.0
Madeline,2013,FEMALE,935,0,1428,5712,8075,81.0
Madelyn,2013,FEMALE,1428,0,1734,1700,4862,119.0
Madison,2013,FEMALE,4002,15410,14628,10764,44804,10.0
Madisyn,2013,FEMALE,0,432,0,0,432,503.0
Mae,2013,FEMALE,0,0,0,396,396,543.0
Maeve,2013,FEMALE,0,0,0,864,864,317.0
Maggie,2013,FEMALE,828,0,0,0,828,323.0
Maia,2013,FEMALE,0,0,396,0,396,543.0
Maite,2013,FEMALE,0,0,360,0,360,580.0
Makayla,2013,FEMALE,0,3240,1368,0,4608,125.0
Malak,2013,FEMALE,0,0,0,828,828,323.0
Malia,2013,FEMALE,0,2016,720,0,2736,174.0
Maliyah,2013,FEMALE,0,400,0,0,400,541.0
Malka,2013,FEMALE,0,0,0,2592,2592,179.0
Malky,2013,FEMALE,0,0,0,2340,2340,191.0
Manha,2013,FEMALE,504,0,0,0,504,440.0
Margaret,2013,FEMALE,0,0,0,900,900,311.0
Margaux,2013,FEMALE,0,0,0,432,432,503.0
Margot,2013,FEMALE,0,0,0,576,576,406.0
Maria,2013,FEMALE,0,0,3528,3672,7200,92.0
Mariah,2013,FEMALE,0,2016,864,0,2880,170.0
Mariam,2013,FEMALE,0,2304,0,2232,4536,127.0
Mariama,2013,FEMALE,0,720,0,0,720,343.0
Mariana,2013,FEMALE,0,0,504,0,504,440.0
Marilyn,2013,FEMALE,0,0,720,0,720,343.0
Marjorie,2013,FEMALE,0,0,504,0,504,440.0
Mary,2013,FEMALE,0,0,0,550,550,421.0
Maryam,2013,FEMALE,1155,0,0,726,1881,222.0
Matilda,2013,FEMALE,0,0,0,648,648,376.0
Maya,2013,FEMALE,2645,3036,4554,16836,27071,18.0
McKenzie,2013,FEMALE,0,612,0,0,612,394.0
Megan,2013,FEMALE,770,0,0,792,1562,243.0
Melanie,2013,FEMALE,0,1105,9486,1530,12121,57.0
Melany,2013,FEMALE,0,0,936,0,936,303.0
Melina,2013,FEMALE,0,0,576,0,576,406.0
Melissa,2013,FEMALE,0,0,1512,0,1512,247.0
Melody,2013,FEMALE,2052,1296,3024,0,6372,103.0
Mia,2013,FEMALE,6930,4095,24885,14070,49980,6.0
Michal,2013,FEMALE,0,0,0,360,360,580.0
Michelle,2013,FEMALE,4278,2622,5520,4140,16560,40.0
Mikayla,2013,FEMALE,0,0,0,504,504,440.0
Mila,2013,FEMALE,0,0,2592,4104,6696,96.0
Milan,2013,FEMALE,0,2016,720,0,2736,174.0
Milana,2013,FEMALE,0,0,0,684,684,361.0
Miley,2013,FEMALE,0,0,468,0,468,464.0
Mina,2013,FEMALE,0,0,0,468,468,464.0
Mindy,2013,FEMALE,0,0,0,864,864,317.0
Mira,2013,FEMALE,0,0,0,468,468,464.0
Miracle,2013,FEMALE,0,684,0,0,684,361.0
Miranda,2013,FEMALE,936,0,1152,0,2088,208.0
Mirel,2013,FEMALE,0,0,0,648,648,376.0
Miri,2013,FEMALE,0,0,0,300,300,626.0
Miriam,2013,FEMALE,0,0,605,10560,11165,59.0
Molly,2013,FEMALE,0,0,0,1476,1476,252.0
Morgan,2013,FEMALE,0,1944,0,1152,3096,164.0
Mushka,2013,FEMALE,0,0,0,432,432,503.0
Mya,2013,FEMALE,0,1584,1944,0,3528,152.0
Nadia,2013,FEMALE,0,720,0,864,1584,239.0
Nahla,2013,FEMALE,0,432,0,0,432,503.0
Naomi,2013,FEMALE,1728,6192,5040,5904,18864,31.0
Nashley,2013,FEMALE,0,0,360,0,360,580.0
Natalia,2013,FEMALE,0,0,2304,2016,4320,130.0
Natalie,2013,FEMALE,2550,0,3485,4182,10217,68.0
Natasha,2013,FEMALE,0,0,540,0,540,422.0
Nathalie,2013,FEMALE,0,0,720,0,720,343.0
Nathaly,2013,FEMALE,0,0,576,0,576,406.0
Nayeli,2013,FEMALE,0,0,468,0,468,464.0
Nechama,2013,FEMALE,0,0,0,1044,1044,285.0
Nevaeh,2013,FEMALE,0,3456,1368,0,4824,120.0
Nia,2013,FEMALE,0,1224,0,0,1224,270.0
Nicole,2013,FEMALE,3672,0,9936,4860,18468,34.0
Nina,2013,FEMALE,1836,0,1020,3570,6426,102.0
Noa,2013,FEMALE,0,0,0,756,756,335.0
Noemi,2013,FEMALE,0,0,468,0,468,464.0
Nora,2013,FEMALE,0,0,0,1908,1908,219.0
Norah,2013,FEMALE,0,0,0,540,540,422.0
Nyah,2013,FEMALE,0,0,360,0,360,580.0
Nyla,2013,FEMALE,0,2520,1656,0,4176,135.0
Nylah,2013,FEMALE,0,1872,1224,0,3096,164.0
Olive,2013,FEMALE,0,0,0,684,684,361.0
Olivia,2013,FEMALE,11990,8448,9570,30756,60764,4.0
Oumou,2013,FEMALE,0,972,0,0,972,296.0
Paige,2013,FEMALE,0,1944,0,1224,3168,160.0
Paris,2013,FEMALE,0,1440,792,0,2232,197.0
Paula,2013,FEMALE,0,0,360,0,360,580.0
Payton,2013,FEMALE,0,612,0,0,612,394.0
Pearl,2013,FEMALE,0,0,0,1116,1116,279.0
Penelope,2013,FEMALE,1188,0,5292,6372,12852,54.0
Perl,2013,FEMALE,0,0,0,468,468,464.0
Pessy,2013,FEMALE,0,0,0,1044,1044,285.0
Peyton,2013,FEMALE,0,3348,1836,1836,7020,94.0
Phoebe,2013,FEMALE,0,0,0,600,600,405.0
Phoenix,2013,FEMALE,0,432,0,0,432,503.0
Piper,2013,FEMALE,0,0,0,425,425,540.0
Poppy,2013,FEMALE,0,0,0,396,396,543.0
Precious,2013,FEMALE,0,360,0,0,360,580.0
Princess,2013,FEMALE,0,275,0,0,275,634.0
Queenie,2013,FEMALE,432,0,0,0,432,503.0
Quinn,2013,FEMALE,0,0,0,720,720,343.0
Rachel,2013,FEMALE,3264,0,1020,14960,19244,30.0
Raina,2013,FEMALE,432,0,0,0,432,503.0
Raizel,2013,FEMALE,0,0,0,540,540,422.0
Raizy,2013,FEMALE,0,0,0,2340,2340,191.0
Raquel,2013,FEMALE,0,0,360,0,360,580.0
Reagan,2013,FEMALE,0,0,0,540,540,422.0
Rebecca,2013,FEMALE,2160,0,1188,4752,8100,80.0
Reese,2013,FEMALE,0,0,0,648,648,376.0
Renee,2013,FEMALE,0,0,0,360,360,580.0
Rifky,2013,FEMALE,0,0,0,432,432,503.0
Rihanna,2013,FEMALE,0,0,504,0,504,440.0
Riley,2013,FEMALE,0,2808,1404,4428,8640,76.0
Rivka,2013,FEMALE,0,0,0,4320,4320,130.0
Rivky,2013,FEMALE,0,0,0,2160,2160,205.0
Riya,2013,FEMALE,504,0,0,0,504,440.0
Rochel,2013,FEMALE,0,0,0,1404,1404,261.0
Roiza,2013,FEMALE,0,0,0,360,360,580.0
Romy,2013,FEMALE,0,0,0,360,360,580.0
Rose,2013,FEMALE,0,0,720,3240,3960,139.0
Ruby,2013,FEMALE,0,0,792,2880,3672,148.0
Ruchy,2013,FEMALE,0,0,0,504,504,440.0
Sabina,2013,FEMALE,0,0,0,396,396,543.0
Sabrina,2013,FEMALE,1296,0,1728,2592,5616,112.0
Sadie,2013,FEMALE,0,0,0,2052,2052,211.0
Sage,2013,FEMALE,0,0,0,360,360,580.0
Saige,2013,FEMALE,0,396,0,0,396,543.0
Salma,2013,FEMALE,0,0,0,350,350,622.0
Samantha,2013,FEMALE,2898,2208,16146,6210,27462,17.0
Samara,2013,FEMALE,792,720,0,0,1512,247.0
Samiyah,2013,FEMALE,0,300,0,0,300,626.0
Sanaa,2013,FEMALE,0,504,0,0,504,440.0
Sanai,2013,FEMALE,0,504,0,0,504,440.0
Saniyah,2013,FEMALE,0,396,0,0,396,543.0
Sara,2013,FEMALE,2208,0,2320,10480,15008,47.0
Sarah,2013,FEMALE,4945,4692,6072,25116,40825,12.0
Sarai,2013,FEMALE,0,1440,1512,0,2952,168.0
Sariah,2013,FEMALE,0,468,0,0,468,464.0
